location,coordinates,name,room type,room price,number of reviews,minimum nights,availibility,rooms rent by the host
 Quintana,"40.43806518447582, -3.64672486035195","apartamento nuevo, recién reformado 3 dormitorios",Entire home/apt,60,0,2,0,1
 Lista,"40.43213998973311, -3.6794322687110617",Habitación privada Salamanca-Madrid,Private room,135,0,1,0,2
 Sol,"40.415580101733525, -3.7071796516338327",Habitación en el centro de madrid,Private room,50,1,1,0,2
 San Andrés,"40.34191162843376, -3.7091163478175373",Hab. comoda en piso tranquilo y bien comunicado.,Private room,16,1,1,0,1
 Embajadores,"40.4096069292224, -3.7035225318864042",Leo's Place,Entire home/apt,75,6,1,0,1
 Aluche,"40.39434950205593, -3.763778695581459","Flat near Campamento Station with chill-out, 4 pax",Entire home/apt,43,3,4,89,2
 Justicia,"40.420494747222236, -3.69998274398664",Fuencarral 10,Private room,40,8,2,89,1
 Cortes,"40.41342793202324, -3.69905963106917",Piso en el corazón de Madrid   para  tu familia,Entire home/apt,90,0,7,365,3
 Goya,"40.425495877550176, -3.6767296962731377",HABITACIÓN PRIVADA EN LA MILLA DE ORO GOYA,Private room,45,0,7,365,1
 San Cristobal,"40.34218333731539, -3.6902955961576436",Podrás descansar y sentir tranquilidad,Private room,35,0,2,365,1
 Delicias,"40.39335024437374, -3.694068346095761",Nice single room in Madrid city centre,Private room,23,2,1,0,3
 Sol,"40.419598087306184, -3.7036279453580887",Habitación disponible,Private room,60,1,3,364,6
 Puerta del Angel,"40.407986648658714, -3.7361579010186308",Habitación cerca del centro y casa de campo,Private room,25,7,1,0,1
 Imperial,"40.405846840461344, -3.7121642018500136",habitación en Puerta de Toledo,Private room,42,2,1,90,1
 Almagro,"40.43763331027929, -3.6971670264942813","Cosy 2bed Apt in Chamberí, 2mins to tube!",Entire home/apt,56,10,1,364,1
 Recoletos,"40.426721278920695, -3.68894246226026",Exclusivo Apartamento Barrio de Salamanca Madrid,Entire home/apt,150,0,5,0,1
 Cuatro Caminos,"40.45217627864225, -3.6941510909921162",la casa del placer,Private room,116,0,1,0,1
 Sol,"40.417225904415, -3.7023438226346035",Spacious and Sunny Sol Apartment,Private room,80,0,21,0,1
 Aluche,"40.38941652577513, -3.756998492521997",Habitación individual privada,Private room,17,2,2,365,2
 Valdezarza,"40.46102620816072, -3.7105198964971384",Cozy room with ensuite in flat in Cuatro Caminos,Private room,75,0,6,365,2
 Cortes,"40.4138010465128, -3.6972371112961473",Encantador y bohemio apartamento en Lavapies,Entire home/apt,85,0,6,365,2
 Comillas,"40.393223486656794, -3.7088243084356587",beautiful double room with wifi and terrace,Private room,23,0,1,0,1
 Universidad,"40.42362048348575, -3.7103527656548465",Hospédate en Tambo. Gran Vía-Plaza de España.,Private room,46,21,3,0,1
 San Andrés,"40.34218753490209, -3.70793452628446",Habitación doble 16 minutos Sol. Metro/Cercanías.,Private room,18,0,1,0,3
 Valdeacederas,"40.46556251140269, -3.704615074214827",Almortas 15bis,Entire home/apt,60,1,1,1,1
 Castellana,"40.433164539835694, -3.6847288027444898",Magnífica habitación en el mejor barrio de Madrid,Private room,27,2,1,0,2
 Opañel,"40.39254120582205, -3.7247423773979746",Ático dúplex cerca del centro de Madrid,Entire home/apt,62,24,2,0,1
 Sol,"40.41731086127794, -3.7074439473321004",Espacioso apartamento al lado de Sol y Plaza Mayor,Entire home/apt,140,5,2,0,3
 Justicia,"40.4245367938423, -3.701031927555025",Preciosa y céntrica habitación,Private room,25,13,2,1,5
 Sol,"40.41465309972416, -3.7025613843567946",Estudio Centrico a pasos de Pta. Sol/ WIFI,Entire home/apt,58,18,2,1,3
 Casco Histórico de Vicálvaro,"40.417597820658045, -3.5278038179271807",Habitación individual a 20 min en coche del centro,Private room,20,18,1,179,1
 Sol,"40.41945706093119, -3.7076601614203586","EXTERIOR, en calle Preciados, junto a Callao. WIFI",Entire home/apt,95,4,7,364,1
 Justicia,"40.42212528030869, -3.6964819241043276",ALQUILER HABITACIÓN CENTRO MADRID,Private room,30,24,1,180,1
 Embajadores,"40.408899324594096, -3.6928020815107527",Estudio · 60 Balconies Atocha,Entire home/apt,168,0,1,365,3
 Embajadores,"40.40928901585492, -3.697015489487018",Amazing Loft Madrid city center.,Entire home/apt,89,34,28,0,3
 Palacio,"40.409789685673395, -3.710850725614714","Charming Loft in La Latina, close to city centre",Entire home/apt,47,10,1,364,3
 Universidad,"40.42518051199658, -3.70406214486307","Central Madrid, Malasaña. Heart of Madrid!!",Entire home/apt,70,6,1,179,2
 Justicia,"40.42228937418974, -3.6997794196371396",Habitación con baño compartido en el centro,Private room,40,7,2,179,2
 Vista Alegre,"40.390292549927196, -3.736636924651059",Piso cerca de la boca del metro,Entire home/apt,89,1,10,179,1
 Universidad,"40.426380609319246, -3.7016724462707526",Beautiful 2 bed flat in the heart of Malasaña.,Entire home/apt,100,14,1,0,1
 Pradolongo,"40.385324384416045, -3.7094697038945568",Piso en Usera,Entire home/apt,68,1,8,365,1
 Puerta Bonita,"40.37976184812564, -3.7324528549719975",Habitacion en casa familiar,Private room,21,2,1,364,3
 Vista Alegre,"40.391127296709946, -3.739423539548559",Room un family,Private room,32,1,10,365,1
 San Diego,"40.393141192236044, -3.663114509243319",Bright and Central Single Room.,Private room,17,2,2,0,1
 Universidad,"40.423061996101865, -3.710695567272453",Aparto Gran Vía Madrid,Entire home/apt,35,1,21,1,1
 Corralejos,"40.46684486639908, -3.595578318940963",Habitación privada muy cerca del ifema!,Private room,82,4,2,0,1
 Puerta del Angel,"40.408909442202955, -3.7225594576031256",Piso Madrid - Río - Muy cerca del centro,Entire home/apt,60,2,2,0,1
 Berruguete,"40.46014475790233, -3.6994105783626177",Luxury Bernabéu - The 'Madrid' Room,Private room,60,1,2,1,6
 Palacio,"40.412707587362156, -3.707727181283146",Apartamento Centro Madrid Cava Baja,Entire home/apt,95,2,1,90,6
 Embajadores,"40.40705347159836, -3.6999050338470756",Cozy apartment at street level in Lavapiés,Entire home/apt,80,2,2,364,2
 San Isidro,"40.39986972946784, -3.722428476252329",Alquiler habitación,Entire home/apt,90,0,1,0,1
 Orcasitas,"40.37260716808255, -3.71492003756354",HABITACIÓN PRIVADA 15 MIN CENTRO Y TRANQUILA,Private room,105,0,1,0,1
 Trafalgar,"40.43165055842537, -3.7006654306096864",Habitación privada en el centro de Madrid,Private room,35,2,3,90,1
 Sol,"40.41576480560523, -3.7027348868637118",AMAZING ATTIC WITH TERRACE - SOL,Entire home/apt,150,0,2,365,2
 Rosas,"40.42822843035869, -3.6101946731237917",(7) Cerca del Wanda IFEMA y Aeropuerto,Private room,19,3,1,365,6
 Embajadores,"40.41133816910345, -3.7025822672670583",Habitación  luminosa ☀️,Private room,23,1,1,0,1
 Ibiza,"40.417580183737634, -3.6754894040152655",Apartamento en retiro,Entire home/apt,70,0,2,0,1
 Numancia,"40.402430244932866, -3.6641402232410583","Almanzor - Nuevo, Wifi, tranquilo, bien comunicado",Entire home/apt,74,17,3,0,1
 Universidad,"40.424614080914544, -3.701798382459628",VERY central - cosy private room in shared apt,Private room,28,3,2,90,1
 Argüelles,"40.42240998875526, -3.716688386557844",Ático Plaza de España,Entire home/apt,70,14,2,0,4
 Ciudad Universitaria,"40.45414649852856, -3.7143183306449647",Amplia y luminosa habitación exterior.,Private room,48,0,3,0,4
 Delicias,"40.3982781394183, -3.696581726330645",Bienvenida,Private room,40,0,1,0,2
 Pacífico,"40.406845623266165, -3.675619958811123",Private Rooms with Large Bed in a Spacious Flat,Private room,25,0,1,0,1
 Pradolongo,"40.38465909762458, -3.7095008459041487","Alquiler de Habitación, ambiente familiar.",Private room,20,0,30,365,1
 Entrevías,"40.38366278940694, -3.6707148985108597",Espaciosa habitación ideal para parejas,Private room,55,0,2,0,1
 Canillas,"40.46445298165436, -3.634427623315075",Acogedora habitación cerca de ifema,Private room,80,0,1,180,2
 Pacífico,"40.401516678716014, -3.6775551290554738","Nice apartment with terrace: Retiro, Atocha & Sol",Entire home/apt,102,1,20,180,1
 Pinar del Rey,"40.476160632095635, -3.6502867443241183",Habitación Cómoda,Private room,45,0,1,365,1
 Apostol Santiago,"40.47698629614957, -3.662739934218646",CHILLING PLACE NEAR THE AIRPORT !!!!!!!,Private room,25,1,1,180,1
 Trafalgar,"40.43412314295551, -3.6991569070552006","Habitación 1, céntrica, metro Iglesia",Private room,40,3,2,0,4
 Trafalgar,"40.432541072150315, -3.7002449261668","Habitación 4, centrico, metro Iglesia",Private room,40,3,2,180,4
 Embajadores,"40.40948002727276, -3.6952179407646666",Habitación Doble,Private room,130,2,1,365,6
 Bellas Vistas,"40.449805348296955, -3.7068860847917158","Cuatro Caminos, pasea por Madrid facilmente",Private room,36,1,1,90,1
 Arapiles,"40.429918412506375, -3.7090400834431865",Acogedora habitación en zona muy céntrica.,Private room,20,2,1,0,1
 Numancia,"40.39862587420804, -3.661946411152586",SYA Rentals Madrid - Venancio Martin,Private room,30,0,5,365,4
 Cortes,"40.41226051279036, -3.6974102899733787",Habitación Luminosa y Cozy en La Latina,Entire home/apt,40,1,1,90,1
 Valdefuentes,"40.48460457336599, -3.628098290347965",Habitación muy luminosa en Valdebebas - IFEMA,Private room,60,0,1,180,1
 Pueblo Nuevo,"40.42689734170347, -3.6415413734329567",Suit doble premium cerca del Centro y Aeropuerto,Private room,29,2,2,0,6
 Pacífico,"40.404172727227945, -3.6813562782147033",Cozy Apartment with views - 2 bdr.,Entire home/apt,120,0,1,0,2
 La Paz,"40.48078785946042, -3.7045557623584022",Apartamento entero en calle finisterre.,Entire home/apt,90,2,2,0,3
 Universidad,"40.42091334136916, -3.705582782914006",PLEASANT STAY IN MODERN STUDIO NEAR GRAN VIA - MADRID,Entire home/apt,39,3,2,365,2
 Embajadores,"40.41044704528163, -3.70890269446709",Nice apartment in La Latina,Entire home/apt,30,2,1,0,1
 Gaztambide,"40.43429873194868, -3.7130628573646436",Habitación privada en Madrid,Private room,50,0,1,0,1
 Arcos,"40.42378037106571, -3.619848005796238",Se alquila para una chika o 2 !!!,Private room,18,0,3,179,2
 Universidad,"40.42680961332914, -3.705249658586541",Habitaciones Madrid Centro,Entire home/apt,100,0,1,365,1
 Universidad,"40.42724162139273, -3.7117389490621275",Estudio en Malasaña- Gran vía,Entire home/apt,45,0,1,364,1
 San Juan Bautista,"40.45526361286703, -3.658712051202063",Apartame A.Soria céntrico fácil salida aeropuerto,Entire home/apt,55,0,2,180,1
 Embajadores,"40.41065411348326, -3.7059727232102495",Bright and cozy attic In the heart of La Latina.,Entire home/apt,70,0,1,90,2
 Cortes,"40.41411848710633, -3.6988175830385264",Apartament in the heart of Madrid,Entire home/apt,125,1,1,0,1
 Embajadores,"40.41040327932698, -3.7017891337002613",Nice studio in Madrid,Entire home/apt,144,0,1,365,1
 Pinar del Rey,"40.47255551809882, -3.647636826233747","Loft independiente, no compartido",Entire home/apt,50,2,3,0,1
 Goya,"40.42631048100564, -3.6717178963866304",Alcalá with a Red Touch,Entire home/apt,78,0,2,90,3
 Legazpi,"40.38885869259909, -3.6925318364031576",Embajadores Apartments 2,Private room,48,0,5,0,7
 Zofío,"40.382554987754254, -3.713624074244908",Apartamento seminuevo,Entire home/apt,70,0,3,179,2
 La Paz,"40.48060275417572, -3.6994786965220547",Habitación muy bonita - Bª del Pilar/La Paz,Private room,20,0,6,365,2
 Universidad,"40.42551665810613, -3.7027452524844473",Apartamento exterior en Malasaña,Entire home/apt,75,0,1,365,1
 San Pascual,"40.43902655566135, -3.653286416852255",Habitación en sitio estratégico de Madrid-Arturo S,Private room,37,0,1,365,1
 Embajadores,"40.41105458551151, -3.6973195977193494","Heart Of Madrid, Cozy And Charming",Entire home/apt,80,4,2,1,1
 Casa de Campo,"40.4227993540039, -3.716920546905664","Nice views, sunny and calm. Great location :)",Private room,30,0,2,89,1
 Justicia,"40.421382111401854, -3.6982635246208417",Chic apartment CHUECA totally soundproofed,Entire home/apt,89,23,2,365,1
 Castellana,"40.43142807839715, -3.684337762026923","FRENTE MAR, ZONA CALAS. PISCINA.",Entire home/apt,140,0,7,365,1
 Recoletos,"40.42543789732738, -3.683949677368789","Cozy and Luxury Penthouse, GL*****Madrid",Entire home/apt,120,111,2,364,1
 Valdefuentes,"40.48754009168079, -3.656653867049319","Room BB, wifi  15´cent +sanchinarro",Private room,30,5,2,365,1
 Embajadores,"40.40950920244403, -3.7031163708099806",Modern two bedroom in center Madrid,Private room,35,10,1,365,1
 Embajadores,"40.40738009219792, -3.708125819850025",Madrid Center Rastro Lavapiés,Private room,30,271,2,90,1
 Fuente del Berro,"40.42051103499153, -3.6674897872602825","ROOM-CHALET ""FUENTE DEL BERRO""",Private room,17,2,30,364,3
 Universidad,"40.42269742370155, -3.705089506799545","Center, perfect location. WIFI A/C",Entire home/apt,39,16,30,0,5
 Embajadores,"40.408977479380844, -3.6978937507180825",SOL/ATOCHA Estacion de Tren.Madrid centro,Entire home/apt,99,32,2,89,2
 Puerta del Angel,"40.41180052090117, -3.733225410874044",Apartment near Madrid Río,Entire home/apt,45,138,2,365,1
 Embajadores,"40.413244461377616, -3.7070417027801796",ATICO DUPLEX CENTRO,Entire home/apt,90,94,3,1,1
 Hispanoamérica,"40.456419749932394, -3.6854770154898713",Single room in Castellana/Chamartin,Private room,30,0,30,1,5
 Palacio,"40.421332709790036, -3.7070239868204884","Apartment in area Gran Via, Callao",Entire home/apt,100,131,3,179,1
 San Isidro,"40.39586937583601, -3.7372449657502544",HABITACION INDIVIDUAL CON WIFI,Private room,27,9,1,0,1
 Palos de Moguer,"40.4030205417724, -3.700818941726014",Habitación en el centro,Private room,25,1,1,0,1
 Concepción,"40.441801946192804, -3.6379799015902456",Un económico apto en una zona verde,Entire home/apt,52,80,1,365,1
 Justicia,"40.42115685400468, -3.697939851214889",Moderno y céntrico hogar en Madrid,Entire home/apt,90,59,2,0,1
 Palacio,"40.41734174729666, -3.7110751980200556",Madrid de los Austrias-Apto Naranja,Entire home/apt,69,99,2,364,5
 Palacio,"40.41041429783217, -3.7180507707088593",Ideal apartment Palacio Wifi 2pax,Entire home/apt,60,22,5,179,1
 Universidad,"40.42301881417767, -3.7062047493891246",Wonderful studio in the centre,Entire home/apt,80,23,3,0,2
 Ciudad Jardín,"40.44733413338985, -3.6711425631278676",ACOGEDORA HABITACIÓN EN MADRID,Private room,33,97,3,1,2
 Universidad,"40.42157415988217, -3.70505034236899",Cozy Sunny Modern in Madrid Center,Entire home/apt,78,89,1,1,1
 Universidad,"40.424114043133905, -3.7056013974554003",Modern  apartment Madrid Center,Entire home/apt,65,1,27,365,4
 Chopera,"40.39482718985803, -3.6961692294670865",Habitación con Baño ensuite,Private room,36,168,2,0,1
 Embajadores,"40.410835591089736, -3.7063225152736914",Nice appt in Madrid city center,Entire home/apt,40,0,1,0,1
 Piovera,"40.45544946866275, -3.627483752886508",Amazing Room with private bathroom,Private room,35,37,2,90,1
 Valdefuentes,"40.498823226223706, -3.652881303381121",Apartamento de 2 dormitorios,Entire home/apt,80,4,30,365,1
 Rios Rosas,"40.44090220396355, -3.697251936287242",HABITACION  MADRID RIOS ROSAS- NUEVOS MINISTERIOS.,Private room,30,13,1,0,2
 Embajadores,"40.40989679849864, -3.710571764507817",(Website hidden by Airbnb) Latina. Artists flat,Private room,28,5,1,0,1
 Delicias,"40.39539153632574, -3.6813835332380527",Apartamento Planetario,Entire home/apt,60,0,30,364,6
 Acacias,"40.400837933163146, -3.7089544512240677",Nice room in the centre of Madrid,Private room,100,16,8,0,1
 Argüelles,"40.42776260029104, -3.716419396440319",Habitación en centro de Madrid,Private room,26,250,30,365,1
 Valdeacederas,"40.462337671015916, -3.6996240916889587",Estudio acogedor y luminoso Tetuan,Entire home/apt,45,5,2,0,1
 Guindalera,"40.438489683434256, -3.6654864563385576","Modern and bright flat, 3 br, WiFi",Entire home/apt,84,42,5,365,1
 Castellana,"40.43403396598835, -3.685496377686695",Piso en barrio de Salamanca,Entire home/apt,88,0,3,0,1
 Universidad,"40.421091743818984, -3.7027602677698455",Habitacion centrica y confortable en pleno centro.,Private room,45,220,2,89,1
 Concepción,"40.4333052152273, -3.6560329959699844",Bonita Habitación en Madrid,Private room,18,0,1,0,1
 Opañel,"40.38752477992373, -3.728730906709887",Confortable room in Madrid Capital,Private room,19,26,2,364,2
 San Fermín,"40.37012590460632, -3.6874949205689203",Casa baja junto Caja Mágica,Entire home/apt,100,0,7,0,1
 Embajadores,"40.40901057208379, -3.7013712409675645",Apartamento en el barrio de moda,Entire home/apt,45,3,1,0,1
 Palos de Moguer,"40.40144191159247, -3.691706673620414",Apartamento céntrico. Precioso. Hasta 3 pax.,Entire home/apt,46,284,1,365,2
 Justicia,"40.421610941009455, -3.6975422309215498",Apartamento Hortaleza - Chueca,Entire home/apt,120,1,2,0,1
 Acacias,"40.39892039252786, -3.702347020808965",Luxury apartment in Madrid,Entire home/apt,114,0,1,0,1
 Pueblo Nuevo,"40.42867310233825, -3.6337576824216193",Ideal para familias bien comunicado con parking,Entire home/apt,70,21,2,0,2
 Universidad,"40.42677353636114, -3.704464081345342",APARTMENT TRIBUNAL- QUIET,Entire home/apt,50,7,10,365,3
 Colina,"40.45855043967173, -3.6614056824192107",Room with doble bed for rent,Private room,18,0,1,0,1
 Embajadores,"40.41172158630264, -3.7061283851771574","Spacious, sunny room w/ private bathroom and views",Private room,31,3,2,0,1
 Cortes,"40.41190371215986, -3.6961743643928666",Bonita y acogedora buhardilla,Entire home/apt,55,7,330,364,1
 Orcasur,"40.37915527116399, -3.6987191717278045",Piso muy bonito y espacioso en zona Almendrales,Entire home/apt,60,4,2,0,1
 Almagro,"40.42684646948346, -3.6933269253530865",AMAZING LUXURY APARTMENT MADRID CENTER. Plza Colon,Entire home/apt,89,29,1,365,1
 Universidad,"40.425030442746426, -3.706654158558655",ATICO EN EL CORAZÓN DE MADRID,Entire home/apt,140,24,7,364,2
 Universidad,"40.420686416294245, -3.702610491359555","Double bedroom in outstanding flat, very central",Private room,50,24,3,0,2
 Goya,"40.42765012436926, -3.6733485128812933",Big and Bright Room in Goya-Lista,Private room,37,14,4,365,2
 Embajadores,"40.41372617937982, -3.7060869182868252",Huge and Charming Room with balcony in downtown,Private room,14,4,1,0,6
